web-scraper-order,web-scraper-start-url,Details,superficie,addresse,prix,image_lien-src
"1705966510-483","https://www.expat-dakar.com/terrains-a-vendre?page=13","Terrain pied dans l'eau Virage","872 m²","Virage,
Dakar","700 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/a53bbf0c754848be210ea018141b85bb/-/horizon-files-prod/ed/picture/qkrg6dev/889ca5152bb9745e6b6894a0c3d9f01b726182e5.jpg"
"1705966510-484","https://www.expat-dakar.com/terrains-a-vendre?page=13","","","","",""
"1705966510-485","https://www.expat-dakar.com/terrains-a-vendre?page=13","Diass - Terrain","225 m²","Mbour,
Thiès","4 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/d7adf4bb9f703c20f0905923cba9a29c/-/horizon-files-prod/ed/picture/qnzkr9k/de9d541df82396f12e88ba6cc43f0d31a7dff73c.jpg"
"1705966510-486","https://www.expat-dakar.com/terrains-a-vendre?page=13","Terrain a vendre a diass futur almadi","180 m²","Mbour,
Thiès","2 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/7544d6ada8d01571bd2b2bc614ee2c5b/-/horizon-files-prod/ed/picture/qxj6rxn4/f7975a663af0f53333b1ed1878f1fbc99733a0dd.jpg"
"1705966510-487","https://www.expat-dakar.com/terrains-a-vendre?page=13","Terrain à Ndayane","300 m²","Popenguine,
Thiès","4 250 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/84550f9c1c4928e63bead61ec8b2de0e/-/horizon-files-prod/ed/picture/qm5p07dq/25ba8a9900bf664358e9ab1dcd42ea317ae6e1c9.jpg"
"1705966510-488","https://www.expat-dakar.com/terrains-a-vendre?page=13","Terrain de 500m2 à vendre à Saly","500 m²","Saly,
Thiès","60 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/71637d112af9f74c3294291e0022c656/-/horizon-files-prod/ed/picture/qq475xwn/51c32962e3e2a1559f837a7f28a33f7cf6d77e66.jpg"
"1705966510-489","https://www.expat-dakar.com/terrains-a-vendre?page=13","Champs de 3 hectares à vendre","30,000,000 m²","Fissel,
Thiès","24 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/da2195cdd77e3265789eb9a0f83ff13f/-/horizon-files-prod/ed/picture/qngdxq00/4f3732c0caaff4fbb2acdca773895e58cb2a3168.jpg"
"1705966510-490","https://www.expat-dakar.com/terrains-a-vendre?page=13","Terrain à vendre à Ngaparou","934 m²","Virage,
Dakar","160 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/a4b95f141f585610b4702e598991fab9/-/horizon-files-prod/ed/picture/q566d9np/14639619cbc9fddd7550726db9dfe519a5b80cd9.jpg"
"1705966510-491","https://www.expat-dakar.com/terrains-a-vendre?page=13","Terrain de 7000m2 à vendre/ ngaparou","","Ngaparou,
Thiès","200 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/952c4ac473b458b11f654360de037f9e/-/horizon-files-prod/ed/picture/q8vvn2vr/74f602faf3a3aa34f722eb1d72110842d93f4ee9.jpg"
"1705966510-492","https://www.expat-dakar.com/terrains-a-vendre?page=13","Terrains à vendre MALIKA PLAGE","150 m²","VDN,
Dakar","23 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/bf240f1b8b2449b41e23c468690f8e2b/-/horizon-files-prod/ed/picture/q2jqw76p/c684b7aeaef9a898a364322d9fac4c985e03bd50.jpg"
"1705966510-493","https://www.expat-dakar.com/terrains-a-vendre?page=13","Terrain 150 m2 sur la VDN 3","150 m²","Guediawaye,
Dakar","29 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/77ca52998cd9ff87856f47152ebed5dc/-/horizon-files-prod/ed/picture/qrzvndd9/932a2fa89280a8a7408f9c8c4ee5b6e80666a738.jpg"
"1705966510-494","https://www.expat-dakar.com/terrains-a-vendre?page=13","Vends Terrain à Keur Moussa 300 m2","300 m²","Keur moussa,
Thiès","6 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/dc767fb09c53e7e8ec3f1009fa9ea43e/-/horizon-files-prod/ed/picture/qzvde06g/2969829ea906aafca5a948e7c46213d1193c14c2.jpg"
"1705966530-495","https://www.expat-dakar.com/terrains-a-vendre?page=12","Terrain à vendre à Keur Ndiaye Lô","150 m²","Keur ndiaye lô,
Dakar","12 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/2d3a8b29f419d403a316a6ec8503196a/-/horizon-files-prod/ed/picture/qngxzwxr/4903576ec5bf873b6e335a4b24b2311f39d68b5f.jpg"
"1705966530-496","https://www.expat-dakar.com/terrains-a-vendre?page=12","Terrain pied dans l'eau Virage","872 m²","Virage,
Dakar","700 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/a53bbf0c754848be210ea018141b85bb/-/horizon-files-prod/ed/picture/qkrg6dev/889ca5152bb9745e6b6894a0c3d9f01b726182e5.jpg"
"1705966530-497","https://www.expat-dakar.com/terrains-a-vendre?page=12","","","","",""
"1705966530-498","https://www.expat-dakar.com/terrains-a-vendre?page=12","Terrain almadies à vendre","1,230 m²","Almadies,
Dakar","985 600 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/10534467dc26685f55559c4276b83be1/-/horizon-files-prod/ed/picture/q9m95zd8/308acca98c4f457bfc4a427ae9d10cde191441ea.jpg"
"1705966530-499","https://www.expat-dakar.com/terrains-a-vendre?page=12","Terrain pied dans l’eau","600 m²","Ngaparou,
Thiès","316 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/ad95b7534be4e0a70902e105e2dcdee6/-/horizon-files-prod/ed/picture/qv4eq40w/947171c1c0aa91eae801ee0faa29147a093df747.jpg"
"1705966530-500","https://www.expat-dakar.com/terrains-a-vendre?page=12","Terrain 150m2 à vendre Hangar Pelerin","150 m²","Yoff,
Dakar","65 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/4bb90ed0beef5fefcf77b61d9b1a9963/-/horizon-files-prod/ed/picture/q7m440j/4226f8eab9877e2b70ee61862c8f76608ad1f01e.jpg"
"1705966530-501","https://www.expat-dakar.com/terrains-a-vendre?page=12","Terrain 1200 m2 a somone guereo","1,200 m²","Somone,
Thiès","32 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/4f91f73ff81f2ac918d24e11fed991d4/-/horizon-files-prod/ed/picture/q44867qp/58c368078a713707b836ce2371aa7fb94f0d5a21.jpg"
"1705966530-502","https://www.expat-dakar.com/terrains-a-vendre?page=12","Terrain TF à NDIAKHIRATE 150m2","150 m²","Kounoune,
Dakar","13 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/67a52adb8b8a76fa69300a807d87b646/-/horizon-files-prod/ed/picture/qgqq8k9q/0b4690c61490f55a81511bd8a49d455c9d1d14e1.jpg"
"1705966530-503","https://www.expat-dakar.com/terrains-a-vendre?page=12","Terrains TF à Yeumbeul Comico","150 m²","Yeumbeul,
Dakar","18 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/3c8396cecc79f6cdb27df2fa37940cc3/-/horizon-files-prod/ed/picture/q564jn4r/7802cf8b78dc17d34a3ba47610781d66856ef9c1.jpg"
"1705966530-504","https://www.expat-dakar.com/terrains-a-vendre?page=12","Terrain Saly","955 m²","Saly Portudal,
Thiès","110 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/393da8a53f8bddf8ac8cc0b7a8d9bacb/-/horizon-files-prod/ed/picture/qwe2jj2d/c5432c297f5fcb8684430cc910f5a7d5ab7b9e8a.jpg"
"1705966530-505","https://www.expat-dakar.com/terrains-a-vendre?page=12","Terrain 317m2 à vendre hangar pelerin","317 m²","Virage,
Dakar","125 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/4510119c242e9a610caf1aff26b689f1/-/horizon-files-prod/ed/picture/qm4q98z/1144d84c9ad5cdecec8ce0d79be03725f08a3481.jpg"
"1705966530-506","https://www.expat-dakar.com/terrains-a-vendre?page=12","Terrain commercial vers Lompoul","2,500,000 m²","Kebemer,
Louga","250 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/3fd0e812361a033757e2c6743fb5a968/-/horizon-files-prod/ed/picture/qngxwgjk/dad3b716d3bd6f8413f7ee63de426196d6aba8f1.jpg"
"1705966530-507","https://www.expat-dakar.com/terrains-a-vendre?page=12","Terrain 1192m2 angle clôturé à Ngaparou","1,192 m²","Ngaparou,
Thiès","115 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/8a5e89096346f90a885fed5183e93585/-/horizon-files-prod/ed/picture/q2jqd5ve/d3940b68fceeec4c0a16cd9b6fa06b1ca0fe8e55.jpg"
"1705966549-508","https://www.expat-dakar.com/terrains-a-vendre?page=11","Terrain à vendre à Keur Ndiaye Lô","150 m²","Keur ndiaye lô,
Dakar","12 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/2d3a8b29f419d403a316a6ec8503196a/-/horizon-files-prod/ed/picture/qngxzwxr/4903576ec5bf873b6e335a4b24b2311f39d68b5f.jpg"
"1705966549-509","https://www.expat-dakar.com/terrains-a-vendre?page=11","Terrain 611m Ngaparou","611 m²","Ngaparou,
Thiès","36 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/d803a110745ee60617a9b776961a2545/-/horizon-files-prod/ed/picture/q8v5nd69/d05cc1438ce76ec0898312cabcf9e88af84af9c2.jpg"
"1705966549-510","https://www.expat-dakar.com/terrains-a-vendre?page=11","","","","",""
"1705966549-511","https://www.expat-dakar.com/terrains-a-vendre?page=11","Terrain commercial titre foncier à vendre au Mariste","270 m²","Hann maristes,
Dakar","200 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/d180fff4a75d02a641e281fe55341394/or%3D90/horizon-files-prod/ed/picture/q2jr0k4p/3bdde0f0b2f9c4ae4d60c0a98f52ae428886b4fa.jpg"
"1705966549-512","https://www.expat-dakar.com/terrains-a-vendre?page=11","Des terrains à vendre bails aux almadies","150 m²","Almadies,
Dakar","85 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/717ce18ca05ad7ff5eb14e59794852e5/-/horizon-files-prod/ed/picture/q6xk54dj/6f3f30291be078f53c0822d0a5fb1e5de7631cdd.jpg"
"1705966549-513","https://www.expat-dakar.com/terrains-a-vendre?page=11","Des terrains à vendre bails aux almadies","200 m²","Almadies,
Dakar","120 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/eaac89921d2b98bef6babd07df57785e/-/horizon-files-prod/ed/picture/qpd68qg2/57c968c284a02c04b9b12ff27df6ae7e4767660f.jpg"
"1705966549-514","https://www.expat-dakar.com/terrains-a-vendre?page=11","300m2 angle clôturé à lac rose","300 m²","Lac Rose,
Dakar","9 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/4d490614b3a2b4e624ef065002b9dbe0/-/horizon-files-prod/ed/picture/q0zv72g/d7f23e8b470504371772eeccb6fb9c075e1dc0bd.jpg"
"1705966549-515","https://www.expat-dakar.com/terrains-a-vendre?page=11","Terrain de 150m2 angle keur ndiaye lo","150 m²","Keur ndiaye lô,
Dakar","11 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/a0414f3a9c8d523a880f3dbfe993881e/-/horizon-files-prod/ed/picture/qqvx724/1d0dd73a5b6297b99a1fdd444cd8b94e98bbcda1.jpg"
"1705966549-516","https://www.expat-dakar.com/terrains-a-vendre?page=11","Terrains jumelés de 300m2 à zac mbao","298 m²","Zac Mbao,
Dakar","50 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/6ece21082e96a1f7a5a563ee0afbf2f0/-/horizon-files-prod/ed/picture/qenq78pd/6903cae0dbee55648745bfed810ede27e3d40447.jpg"
"1705966549-517","https://www.expat-dakar.com/terrains-a-vendre?page=11","Terrain double façade à zac mbao","150 m²","Zac Mbao,
Dakar","35 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/50f047d594d78c2b2b2e1a28d259bf1f/-/horizon-files-prod/ed/picture/qpd6790v/3b21263e4e96243b20077b905628e3bb45ac22d2.jpg"
"1705966549-518","https://www.expat-dakar.com/terrains-a-vendre?page=11","deux terrains jumelés à Zac mbao","296 m²","Zac Mbao,
Dakar","50 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/c883d17e0508c0e31cc99cdcca6246af/-/horizon-files-prod/ed/picture/qngxzv70/d070965ff722dd3955bb9d453fa954bb38f3cf6e.jpg"
"1705966549-519","https://www.expat-dakar.com/terrains-a-vendre?page=11","Terrain 150m2 à vendre( villa à démolir)","150 m²","Golf,
Dakar","60 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/73f5a5b50c02c73ae3377f06042371f6/-/horizon-files-prod/ed/picture/qgq9zk02/7df43ac52f9582fae6af5c2208f387e6088d5285.jpg"
"1705966549-520","https://www.expat-dakar.com/terrains-a-vendre?page=11","Sindia, Thiès - TERRAIN A VENDRE","225 m²","Sindia,
Thiès","3 200 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/9f7659c86424089593a70678e693d45d/-/horizon-files-prod/ed/picture/qpdwvv52/cda1b8fe61d501391cca5b76a3621bef4e55690a.png"
"1705966570-521","https://www.expat-dakar.com/terrains-a-vendre?page=10","Terrain à vendre à Keur Ndiaye Lô","150 m²","Keur ndiaye lô,
Dakar","12 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/2d3a8b29f419d403a316a6ec8503196a/-/horizon-files-prod/ed/picture/qngxzwxr/4903576ec5bf873b6e335a4b24b2311f39d68b5f.jpg"
"1705966570-522","https://www.expat-dakar.com/terrains-a-vendre?page=10","Terrain 611m Ngaparou","611 m²","Ngaparou,
Thiès","36 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/d803a110745ee60617a9b776961a2545/-/horizon-files-prod/ed/picture/q8v5nd69/d05cc1438ce76ec0898312cabcf9e88af84af9c2.jpg"
"1705966570-523","https://www.expat-dakar.com/terrains-a-vendre?page=10","","","","",""
"1705966570-524","https://www.expat-dakar.com/terrains-a-vendre?page=10","DES LOTS DE TERRAINS 300 M² A GUEREO - SOMONE","300 m²","Guereo,
Thiès","3 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/19c22f4c69e3ff5e608f5504f32b1ec1/-/horizon-files-prod/ed/picture/qj76vkz/cf937a0311d84543511d318afdbec70d7f9cfa1b.jpg"
"1705966570-525","https://www.expat-dakar.com/terrains-a-vendre?page=10","Terrain 450m² camberene 2 bien placer","450 m²","Cambérène,
Dakar","110 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/6abbb192af8f264db84da430f3f7a641/-/horizon-files-prod/ed/picture/q9m9dqgv/53a4f2b06767a042ec023f931afb9b9447e759b5.jpg"
"1705966570-526","https://www.expat-dakar.com/terrains-a-vendre?page=10","Terrain angle à vendre aux almadies","400 m²","Almadies,
Dakar","270 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/51ede02ab7c9a1d6531b27cce0d40cb1/-/horizon-files-prod/ed/picture/q0gwzjd6/82b786ba509eb9ea8f9a430b5f9e71c0748881ad.jpg"
"1705966570-527","https://www.expat-dakar.com/terrains-a-vendre?page=10","Des terrains de 200m2 à vendre aux mamelles","200 m²","Mamelles,
Dakar","100 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/581c4bcc1d7a129cf63678e79dc89be7/-/horizon-files-prod/ed/picture/qj4rwez6/3990159acec029f883b88aab2088d1023667e303.jpg"
"1705966570-528","https://www.expat-dakar.com/terrains-a-vendre?page=10","Terrain de 8000 m2 à vendre à nguekhokh","8,000 m²","Nguekhokh,
Thiès","85 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/0e9f5edc2b9d889471f404a8d7dbbfb1/-/horizon-files-prod/ed/picture/qdek2g9w/db796725640f3c26f7bb4d75880a601c39275951.jpg"
"1705966570-529","https://www.expat-dakar.com/terrains-a-vendre?page=10","Terrain198m2 à vendre Mermoz","198 m²","Mermoz,
Dakar","75 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/c81f1d30edf80c8413328288e87e1a21/-/horizon-files-prod/ed/picture/qnnv24r/6887e475b2ebc7393ead2740abba5da2b9a19bc6.jpg"
"1705966570-530","https://www.expat-dakar.com/terrains-a-vendre?page=10","Terrain de 200m2 a Bandia Mbambar domaine Sodevit Extension","200 m²","Sindia,
Thiès","2 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/245437ce7e07a614fd9e1d56d7e4175c/-/horizon-files-prod/ed/picture/qxj2qxrq/b1787bff77e37c22e8ebfb23d386746f37416f2b.png"
"1705966570-531","https://www.expat-dakar.com/terrains-a-vendre?page=10","Immeuble angle en vente","250 m²","Cité assemblée,
Dakar","168 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/2b0260274f2c4287bba74ca09109ebd8/-/horizon-files-prod/ed/picture/q0gw8m2w/9ae26d2536faca14ee000cdea473d52c2a073a1e.jpg"
"1705966570-532","https://www.expat-dakar.com/terrains-a-vendre?page=10","Terrains à vendre à Socabeg","150 m²","Rufisque,
Dakar","15 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/d501978ce3edeb597e9b7ba65e232e0a/-/horizon-files-prod/ed/picture/qv4eq4p5/649cbcf6142b1c1ceaceb429712192d866ba5a0c.jpg"
"1705966570-533","https://www.expat-dakar.com/terrains-a-vendre?page=10","Terrain à vendre dakar plateau pour investisseur","1,000 m²","Plateau,
Dakar","2 500 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/f0e17076bb72dd5cfc0a8cf6c162380c/-/horizon-files-prod/ed/picture/q7858x48/b6fa6add36a9ab69f8faef1419e59fe71488e86d.jpg"
"1705966590-534","https://www.expat-dakar.com/terrains-a-vendre?page=9","Terrains lotissement Cité Douanes VDN3","150 m²","Guediawaye,
Dakar","29 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/34c3d3103bd08d63e5d462465eb56a1a/-/horizon-files-prod/ed/picture/qkrgqqmp/2766d8eba7fe60c2d8bd01a90fb5df01f1eed299.jpg"
"1705966590-535","https://www.expat-dakar.com/terrains-a-vendre?page=9","Terrain pied dans l'eau Virage","872 m²","Virage,
Dakar","700 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/a53bbf0c754848be210ea018141b85bb/-/horizon-files-prod/ed/picture/qkrg6dev/889ca5152bb9745e6b6894a0c3d9f01b726182e5.jpg"
"1705966590-536","https://www.expat-dakar.com/terrains-a-vendre?page=9","","","","",""
"1705966590-537","https://www.expat-dakar.com/terrains-a-vendre?page=9","Terrain à vendre à Ngueniene","85,200 m²","Mbour,
Thiès","1 533 600 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/22c5c749bea924b4416ba82717940a46/-/horizon-files-prod/ed/picture/q2jqde7k/c8629892ad939156d4af03b6acd12559bc8af777.jpg"
"1705966590-538","https://www.expat-dakar.com/terrains-a-vendre?page=9","Lots de terrains à vendre à diamniadio","150 m²","Diamniadio,
Dakar","8 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/110360d92f3e4c1465169f333b00f321/-/horizon-files-prod/ed/picture/q8v5nkdj/2b5f8c11ed822ad23420811307e3b251a1dab749.jpg"
"1705966590-539","https://www.expat-dakar.com/terrains-a-vendre?page=9","Terrain à vendre à THIES ZAC EST","225 m²","Thiès,
Thiès","8 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/abad667b03a5bd43b95dee901429ed31/-/horizon-files-prod/ed/picture/q2jqgjqj/14d90e8dc1bcc7f444085b75c2d088ca060d4ad4.jpg"
"1705966590-540","https://www.expat-dakar.com/terrains-a-vendre?page=9","Terrain Commercial en vente Dalifort","5,043 m²","Dalifort,
Dakar","800 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/ffa2243c6479af0d429a92083d9db442/-/horizon-files-prod/ed/picture/q9m9n7p6/c3f7710e2036de20bd3b26f4b0bc3efb0a25e9ed.jpg"
"1705966590-541","https://www.expat-dakar.com/terrains-a-vendre?page=9","Recherche de partenariat pour investissement","700 m²","Almadies,
Dakar","120 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/2ec84b99e93bf9a2cdd29d8bf8742146/-/horizon-files-prod/ed/picture/qgq90xp4/46febdc15da80ae2dd9e4d12c99f7534901aee3a.jpg"
"1705966590-542","https://www.expat-dakar.com/terrains-a-vendre?page=9","Des terrains à vendre au hangar pellerin yoff aeroport","150 m²","Yoff,
Dakar","65 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/6b7d05bcf04dfd80e47360befa5adf76/-/horizon-files-prod/ed/picture/qngxz69r/e5f47ad5c91069c12dae98f3ba2ae4c99809c3b0.jpg"
"1705966590-543","https://www.expat-dakar.com/terrains-a-vendre?page=9","Terrain à vendre","13,000 m²","Plateau,
Dakar","10 000 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/464e20bd848266bd6a0c3c59ea176292/-/horizon-files-prod/ed/picture/q6xkmpqj/6416e19ce1f5d1dcdf5325e5bd7145b4075f13cd.jpg"
"1705966590-544","https://www.expat-dakar.com/terrains-a-vendre?page=9","Villa commerciale à démolir sis aux almadies","1,625 m²","Almadies,
Dakar","2 600 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/28ccf192f7ba52cff4b2798e9d7fbad1/-/horizon-files-prod/ed/picture/q8v5dwe0/840e684f89226ce3f13f5a8919a6395879484c05.jpg"
"1705966590-545","https://www.expat-dakar.com/terrains-a-vendre?page=9","Terrain de 211 m2 TF à vendre aux maristes","211 m²","Hann maristes,
Dakar","125 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/e12ecb804264346909eab8462fe3da14/-/horizon-files-prod/ed/picture/qgq94dx8/dea0b1b9ec0bd7667a358fc0cb429b763b20f634.png"
"1705966590-546","https://www.expat-dakar.com/terrains-a-vendre?page=9","Terrain à vendre à dakar plateau","1,150 m²","Plateau,
Dakar","920 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/e6a5c43041048208a2e9075051c2e577/-/horizon-files-prod/ed/picture/qenq7emd/9e24b2db96f828f06572a5f672949fdd9ec41ff5.jpg"
"1705966609-547","https://www.expat-dakar.com/terrains-a-vendre?page=8","Terrain à vendre à Keur Ndiaye Lô","150 m²","Keur ndiaye lô,
Dakar","12 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/2d3a8b29f419d403a316a6ec8503196a/-/horizon-files-prod/ed/picture/qngxzwxr/4903576ec5bf873b6e335a4b24b2311f39d68b5f.jpg"
"1705966609-548","https://www.expat-dakar.com/terrains-a-vendre?page=8","Terrain 611m Ngaparou","611 m²","Ngaparou,
Thiès","36 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/d803a110745ee60617a9b776961a2545/-/horizon-files-prod/ed/picture/q8v5nd69/d05cc1438ce76ec0898312cabcf9e88af84af9c2.jpg"
"1705966609-549","https://www.expat-dakar.com/terrains-a-vendre?page=8","","","","",""
"1705966609-550","https://www.expat-dakar.com/terrains-a-vendre?page=8","Offre de terrain pour partenariat dakar plateau","500 m²","Plateau,
Dakar","450 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/dfc15e6bad9fad9231d680e35175a5c8/-/horizon-files-prod/ed/picture/q2jqd4qg/0c5712d9867bf2d7b169b9c1ed5a6e3ca5d3efe5.jpg"
"1705966609-551","https://www.expat-dakar.com/terrains-a-vendre?page=8","Terrain agricole de 500 m2 à Mboro","500 m²","Mboro,
Thiès","350 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/37403930ad277b6a3fe656c940b7c7c0/-/horizon-files-prod/ed/picture/qkrg275n/de3f9398d2f63241720d8f872f3621cc1b34ddae.jpg"
"1705966609-552","https://www.expat-dakar.com/terrains-a-vendre?page=8","Terrain de 225 m2 à vendre à MBORO","225 m²","Mboro,
Thiès","2 950 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/50d8a07c7eb01bf6d30c39eca7ebddc1/-/horizon-files-prod/ed/picture/qdeknen7/6ce329d15f1cae2f4ae1f3a726bc1f88fe15a355.jpg"
"1705966609-553","https://www.expat-dakar.com/terrains-a-vendre?page=8","Terrain 703m2 yoff hangars pèlerins","702 m²","Yoff,
Dakar","575 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/dad33e770ab8deb0db05c8beda5d3277/-/horizon-files-prod/ed/picture/q56x5em7/82bd59e260b9ccfe095815165f660054bc59c0f1.jpg"
"1705966609-554","https://www.expat-dakar.com/terrains-a-vendre?page=8","TERRAINS A VENDRE A NDAYANE","225 m²","Mbour,
Thiès","4 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/673cc5ae68abc1a3c6427d973791bc87/-/horizon-files-prod/ed/picture/qrzz4wd4/b0bf0f5cda764a31c274e897386da0cf5ea56db3.jpg"
"1705966609-555","https://www.expat-dakar.com/terrains-a-vendre?page=8","Recherche de partenariat pour investissement immobilier","1,000 m²","Plateau,
Dakar","700 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/b2bef4a5215c43d4d4b7ba961e98c57b/-/horizon-files-prod/ed/picture/q9m9dee5/8247613b6c3ee1a313c74e671f250d6f3eb4af6a.jpg"
"1705966609-556","https://www.expat-dakar.com/terrains-a-vendre?page=8","Terrain à vendre sacré coeur 3- titre foncier","183 m²","Sicap Sacré-cœur,
Dakar","140 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/49331566d42dfeacc5e9e2ff4099ca27/-/horizon-files-prod/ed/picture/qm5p4x7r/7d5d65ed5b9c0a9781417d4e085afd3d0d36365e.jpg"
"1705966609-557","https://www.expat-dakar.com/terrains-a-vendre?page=8","Terrain de 150m2 à vendre Bargny","150 m²","Bargny,
Dakar","6 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/6f66021b2fba7b5d34af524ce4088546/-/horizon-files-prod/ed/picture/qq47gr9e/aff2ef4ed66d066ea16a2e2b17392f4f7fa0aa28.jpg"
"1705966609-558","https://www.expat-dakar.com/terrains-a-vendre?page=8","MAISON COMMERCIALE À DÉMOLIR OU A RÉNOVER","346 m²","Patte d‘oie,
Dakar","155 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/df679d02ed02a109df07b9546cedb00c/-/horizon-files-prod/ed/picture/q44dvx58/a04e43ed9ee0de4162856afbaf8d6be23528cb80.jpg"
"1705966609-559","https://www.expat-dakar.com/terrains-a-vendre?page=8","Des terrains a Saint louis","360 m²","Saint-Louis,
Saint-Louis","1 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-224w/8501d11eb35ea0e0990395a5a97f61ea/-/horizon-files-prod/ed/picture/qenqwwn2/b591627992f353763aa1a6a789448575656898e7.jpg"
